772,138524.771,179119.802,59.09,773,138526.133,179119.338,59.034
779,138520.592,179107.005,59.311,778,138521.959,179106.564,59.253
780,138516.249,179093.306,59.539,781,138517.618,179092.871,59.48
787,138512.565,179081.308,59.733,786,138513.94,179080.889,59.674
788,138468.075,178889.873,62.824,789,138469.492,178889.63,62.77
795,138470.495,178904.265,62.584,794,138471.912,178904.017,62.532
796,138472.815,178917.324,62.347,797,138474.231,178917.067,62.298
803,138475.27,178930.366,62.135,802,138476.681,178930.096,62.077
804,138477.984,178944.203,61.893,805,138479.396,178943.917,61.838
811,138479.866,178953.387,61.751,810,138481.275,178953.098,61.698
812,138480.879,178958.211,61.685,813,138482.279,178957.893,61.632
819,138481.879,178962.886,61.624,818,138483.283,178962.594,61.568
820,138482.911,178967.635,61.557,821,138484.312,178967.314,61.502
827,138483.965,178972.356,61.484,826,138485.369,178972.048,61.423
828,138485.039,178977.1,61.41,829,138486.436,178976.769,61.353
835,138487.513,178987.859,61.261,834,138488.914,178987.552,61.205
836,138490.113,178998.829,61.099,837,138491.515,178998.506,61.042
843,138493.691,179013.315,60.873,842,138495.084,179012.965,60.818
844,138497.23,179027.069,60.655,845,138498.619,179026.702,60.6
851,138500.887,179040.699,60.426,850,138502.266,179040.298,60.367
852,138504.36,179053.219,60.209,853,138505.745,179052.827,60.153
859,138508.445,179067.422,59.967,858,138509.821,179067.006,59.91
860,138512.311,179080.419,59.748,861,138513.685,179079.996,59.689
